"country_year";"alpha_3";"year";"political_stability";"population_total";"population_rural";"population_urban";"safe_drinking_water_total";"basic_drinking_water_total";"safe_drinking_water_rural";"basic_drinking_water_rural";"safe_drinking_water_urban";"basic_drinking_water_urban";"unknown_drinking_water_total";"unknown_drinking_water_rural";"unknown_drinking_water_urban"
"AUS_2007";"AUS";2007;0,93;20916344;3174700;17741644;NA;20878956;NA;3157715;17469959;17721241;NA;NA;NA
"AUS_2008";"AUS";2008;0,96;21332282;3212030;18120252;NA;21298694;NA;3197469;17853723;18101226;NA;NA;NA
"AUS_2009";"AUS";2009;0,86;21750851;3248990;18501861;NA;21721198;NA;3236914;18240905;18484284;NA;NA;NA
"AUS_2010";"AUS";2010;0,89;22154679;3282901;18871778;NA;22129117;NA;3273381;18617015;18855737;NA;NA;NA
"AUS_2011";"AUS";2011;0,94;22538001;3313024;19224977;NA;22516680;NA;3306122;18977073;19210558;NA;NA;NA
"AUS_2012";"AUS";2012;1;22903948;3343624;19560324;NA;22886999;NA;3339389;19319928;19547610;NA;NA;NA
"AUS_2013";"AUS";2013;1,03;23254913;3371510;19883403;NA;23242460;NA;3369993;19641000;19872467;NA;NA;NA
"AUS_2014";"AUS";2014;1,03;23596424;3397434;20198990;NA;23587335;NA;3397434;19954738;20189900;NA;NA;NA
"AUS_2015";"AUS";2015;0,88;23932502;3422035;20510467;NA;23925322;NA;3422035;20264475;20503288;NA;NA;NA
"AUS_2016";"AUS";2016;1,05;24262712;3445239;20817473;NA;24255426;NA;3445239;20567799;20810187;NA;NA;NA
"AUS_2017";"AUS";2017;0,89;24584620;3465535;21119085;NA;24577227;NA;3465535;20865793;21111693;NA;NA;NA
"AUS_2018";"AUS";2018;0,98;24898152;3482819;21415333;NA;NA;NA;NA;NA;NA;24898152;3482819;21415333
"AUT_2000";"AUT";2000;0,82;8069276;3210563;4858713;7884808;8069276;NA;3210563;NA;4858713;NA;NA;NA
"AUT_2001";"AUT";2001;NA;8097748;3244424;4853324;7919342;8097748;NA;3244424;NA;4853324;NA;NA;NA
"AUT_2002";"AUT";2002;1,36;8134412;3281833;4852579;7961942;8134412;NA;3281833;NA;4852579;NA;NA;NA
"AUT_2003";"AUT";2003;0,96;8175852;3321438;4854414;8009282;8175852;NA;3321438;NA;4854414;NA;NA;NA
"AUT_2004";"AUT";2004;1,09;8216805;3361157;4855648;8056213;8216805;NA;3361157;NA;4855648;NA;NA;NA
"AUT_2005";"AUT";2005;1,11;8253650;3399400;4854250;8099181;8253650;NA;3399400;NA;4854250;NA;NA;NA
"AUT_2006";"AUT";2006;1,08;8285343;3435793;4849550;8137151;8285343;NA;3435793;NA;4849550;NA;NA;NA
"AUT_2007";"AUT";2007;1,28;8313737;3471034;4842703;8171930;8313737;NA;3471034;NA;4842703;NA;NA;NA
"AUT_2008";"AUT";2008;1,34;8341532;3506261;4835271;8206166;8341532;NA;3506261;NA;4835271;NA;NA;NA
"AUT_2009";"AUT";2009;1,19;8372663;3543036;4829627;8243734;8372663;NA;3543036;NA;4829627;NA;NA;NA
"AUT_2010";"AUT";2010;1,15;8409949;3582684;4827265;8287419;8409949;NA;3582684;NA;4827265;NA;NA;NA
"AUT_2011";"AUT";2011;1,19;8453501;3625272;4828229;8337346;8453501;NA;3625272;NA;4828229;NA;NA;NA
"AUT_2012";"AUT";2012;1,34;8502227;3643477;4858750;8392450;8502227;NA;3643477;NA;4858750;NA;NA;NA
"AUT_2013";"AUT";2013;1,36;8556189;3650379;4905810;8452810;8556189;NA;3650379;NA;4905810;NA;NA;NA
"AUT_2014";"AUT";2014;1,27;8615214;3659221;4955993;8518265;8615214;NA;3659221;NA;4955993;NA;NA;NA
"AUT_2015";"AUT";2015;1,14;8678660;3669728;5008932;8584012;8678660;NA;3669728;NA;5008932;NA;NA;NA
"AUT_2016";"AUT";2016;0,91;8747301;3682179;5065122;8651764;8747301;NA;3682179;NA;5065122;NA;NA;NA
"AUT_2017";"AUT";2017;1,05;8819901;3696096;5123805;8723429;8819901;NA;3696096;NA;5123805;NA;NA;NA
"AUT_2018";"AUT";2018;0,92;8891388;3707952;5183436;NA;NA;NA;NA;NA;NA;8891388;3707952;5183436
"AZE_2000";"AZE";2000;-0,83;8122741;3948767;4173974;4035189;5960508;NA;2169213;NA;3791303;NA;NA;NA
"AZE_2001";"AZE";2001;NA;8197298;3968582;4228716;4109578;6133035;NA;2256570;NA;3876456;NA;NA;NA
"AZE_2002";"AZE";2002;-1,19;8277061;3990591;4286470;4187056;6312716;NA;2347302;NA;3965424;NA;NA;NA
"AZE_2003";"AZE";2003;-0,95;8361433;4014497;4346936;4267414;6499385;NA;2441378;NA;4058006;NA;NA;NA
"AZE_2004";"AZE";2004;-1,06;8448946;4039548;4409398;4517330;6692072;NA;2538463;NA;4153602;NA;NA;NA
"AZE_2005";"AZE";2005;-1,13;8538605;4065323;4473282;4775396;6890103;NA;2638379;NA;4251722;NA;NA;NA
"AZE_2006";"AZE";2006;-1,09;8630146;4091614;4538532;5041690;7093403;NA;2741057;NA;4352352;NA;NA;NA
"AZE_2007";"AZE";2007;-0,63;8724243;4118751;4605492;5316838;7302659;NA;2846782;NA;4455866;NA;NA;NA
"AZE_2008";"AZE";2008;-0,33;8821873;4147157;4674716;5601688;7518791;NA;2955939;NA;4562854;NA;NA;NA
"AZE_2009";"AZE";2009;-0,28;8924388;4177515;4746873;5897485;7667606;NA;3025362;NA;4642241;NA;NA;NA
"AZE_2010";"AZE";2010;-0,24;9032461;4208625;4823836;6205350;7822653;NA;3096034;NA;4726610;NA;NA;NA
"AZE_2011";"AZE";2011;-0,53;9146275;4240516;4905759;6431845;7984145;NA;3168000;NA;4816139;NA;NA;NA
"AZE_2012";"AZE";2012;-0,72;9264692;4272577;4992115;6564254;8151157;NA;3240825;NA;4910336;NA;NA;NA
"AZE_2013";"AZE";2013;-0,41;9385468;4303699;5081769;6700038;8321769;NA;3313661;NA;5008110;NA;NA;NA
"AZE_2014";"AZE";2014;-0,56;9505622;4332459;5173163;6837040;8493300;NA;3385362;NA;5107941;NA;NA;NA
"AZE_2015";"AZE";2015;-0,73;9622745;4357726;5265019;6973498;8663519;NA;3454952;NA;5208573;NA;NA;NA
"AZE_2016";"AZE";2016;-0,8;9736043;4379130;5356913;7108772;8831595;NA;3522014;NA;5309589;NA;NA;NA
"AZE_2017";"AZE";2017;-0,75;9845320;4396581;5448739;7242644;8997219;NA;3586341;NA;5410886;NA;NA;NA
"AZE_2018";"AZE";2018;-0,7;9949537;4409624;5539913;NA;NA;NA;NA;NA;NA;9949537;4409624;5539913
"BDI_2000";"BDI";2000;-2,02;6378871;5852853;526018;NA;3231735;NA;2800153;NA;431588;NA;NA;NA
"BDI_2001";"BDI";2001;NA;6525545;5973391;552154;NA;3343328;NA;2887777;NA;455561;NA;NA;NA
"BDI_2002";"BDI";2002;-2,29;6704113;6122065;582048;NA;3473356;NA;2990467;NA;482888;NA;NA;NA
"BDI_2003";"BDI";2003;-2,24;6909154;6293708;615446;NA;3619521;NA;3106104;NA;513410;NA;NA;NA
"BDI_2004";"BDI";2004;-2,52;7131693;6479926;651767;NA;3777546;NA;3230862;NA;546685;NA;NA;NA
"BDI_2005";"BDI";2005;-1,52;7364862;6674400;690462;NA;3944077;NA;3361789;NA;582290;NA;NA;NA
"BDI_2006";"BDI";2006;-1,43;7607849;6876205;731644;NA;4118907;NA;3498552;NA;620354;NA;NA;NA
"BDI_2007";"BDI";2007;-1,38;7862214;7086656;775558;NA;4303058;NA;3641949;NA;661119;NA;NA;NA
"BDI_2008";"BDI";2008;-1,64;8126102;7303921;822181;NA;4495782;NA;3791175;NA;704600;NA;NA;NA
"BDI_2009";"BDI";2009;-1,27;8397668;7526305;871363;NA;4696159;NA;3945459;NA;750707;NA;NA;NA
"BDI_2010";"BDI";2010;-1,63;8675602;7752350;923252;NA;4903721;NA;4104119;NA;799600;NA;NA;NA
"BDI_2011";"BDI";2011;-1,81;8958406;7980630;977776;NA;5117728;NA;4266463;NA;851253;NA;NA;NA
"BDI_2012";"BDI";2012;-1,7;9245988;8210947;1035041;NA;5338212;NA;4432432;NA;905795;NA;NA;NA
"BDI_2013";"BDI";2013;-1,35;9540291;8444909;1095382;NA;5566513;NA;4602946;NA;963556;NA;NA;NA
"BDI_2014";"BDI";2014;-0,78;9844299;8685011;1159288;NA;5804449;NA;4779448;NA;1025009;NA;NA;NA
"BDI_2015";"BDI";2015;-1,94;10160030;8932859;1227171;NA;6053495;NA;4962942;NA;1090568;NA;NA;NA
"BDI_2016";"BDI";2016;-1,97;10487995;9188709;1299286;NA;6314208;NA;5153706;NA;1160513;NA;NA;NA
"BDI_2017";"BDI";2017;-2,01;10827019;9451331;1375688;NA;6586135;NA;5351186;NA;1234951;NA;NA;NA
"BDI_2018";"BDI";2018;-1,6;11175374;9719023;1456351;NA;NA;NA;NA;NA;NA;11175374;9719023;1456351
"BEL_2000";"BEL";2000;1,13;10282033;295224;9986809;10233007;10282033;NA;295224;NA;9986809;NA;NA;NA
"BEL_2001";"BEL";2001;NA;10319019;290416;10028603;10269816;10319018;NA;290416;NA;10028603;NA;NA;NA
"BEL_2002";"BEL";2002;1,26;10364885;285916;10078969;10315464;10364885;NA;285916;NA;10078969;NA;NA;NA
"BEL_2003";"BEL";2003;0,86;10419032;281701;10137331;10369353;10419032;NA;281701;NA;10137331;NA;NA;NA
"BEL_2004";"BEL";2004;0,71;10480117;277714;10202403;10430147;10480117;NA;277714;NA;10202403;NA;NA;NA
"BEL_2005";"BEL";2005;0,8;10546886;273934;10272952;10496597;10546886;NA;273934;NA;10272952;NA;NA;NA
"BEL_2006";"BEL";2006;0,86;10619475;270333;10349142;10568840;10619475;NA;270333;NA;10349142;NA;NA;NA
"BEL_2007";"BEL";2007;0,76;10697572;266900;10430672;10646565;10697572;NA;266900;NA;10430672;NA;NA;NA
"BEL_2008";"BEL";2008;0,62;10778758;263563;10515195;10727364;10778758;NA;263563;NA;10515195;NA;NA;NA
"BEL_2009";"BEL";2009;0,82;10859940;260265;10599675;10808159;10859940;NA;260265;NA;10599675;NA;NA;NA
"BEL_2010";"BEL";2010;0,81;10938739;256927;10681812;10886582;10938739;NA;256927;NA;10681812;NA;NA;NA
"BEL_2011";"BEL";2011;0,95;11013853;253533;10760320;10961338;11013853;NA;253533;NA;10760320;NA;NA;NA
"BEL_2012";"BEL";2012;0,92;11085358;250080;10835278;11032502;11085358;NA;250080;NA;10835278;NA;NA;NA
"BEL_2013";"BEL";2013;0,94;11154009;246612;10907397;11100826;11154009;NA;246612;NA;10907397;NA;NA;NA
"BEL_2014";"BEL";2014;0,7;11221231;243144;10978087;11167727;11221231;NA;243144;NA;10978087;NA;NA;NA
"BEL_2015";"BEL";2015;0,59;11287940;239703;11048237;11234118;11287940;NA;239703;NA;11048237;NA;NA;NA
"BEL_2016";"BEL";2016;0,44;11354420;236289;11118131;11300281;11354420;NA;236289;NA;11118131;NA;NA;NA
"BEL_2017";"BEL";2017;0,43;11419748;232901;11186847;11365297;11419748;NA;232901;NA;11186847;NA;NA;NA
"BEL_2018";"BEL";2018;0,41;11482178;229517;11252661;NA;NA;NA;NA;NA;NA;11482178;229517;11252661
"BEN_2000";"BEN";2000;0,8;6865951;4234053;2631898;NA;4219793;NA;2203297;NA;2016490;NA;NA;NA
"BEN_2001";"BEN";2001;NA;7076733;4341571;2735162;NA;4372021;NA;2277856;NA;2094166;NA;NA;NA
"BEN_2002";"BEN";2002;0,82;7295394;4447579;2847815;NA;4531201;NA;2352287;NA;2178911;NA;NA;NA
"BEN_2003";"BEN";2003;0,68;7520555;4547230;2973325;NA;4697328;NA;2423968;NA;2273361;NA;NA;NA
"BEN_2004";"BEN";2004;0,27;7750004;4646975;3103029;NA;4867140;NA;2496268;NA;2370873;NA;NA;NA
"BEN_2005";"BEN";2005;0,45;7982225;4746002;3236223;NA;5039638;NA;2568731;NA;2470904;NA;NA;NA
"BEN_2006";"BEN";2006;0,55;8216897;4843913;3372984;NA;5214617;NA;2641117;NA;2573507;NA;NA;NA
"BEN_2007";"BEN";2007;0,39;8454793;4941170;3513623;NA;5392562;NA;2713647;NA;2678910;NA;NA;NA
"BEN_2008";"BEN";2008;0,37;8696921;5038241;3658680;NA;5574082;NA;2786557;NA;2787519;NA;NA;NA
"BEN_2009";"BEN";2009;0,4;8944708;5136062;3808646;NA;5760050;NA;2860349;NA;2899699;NA;NA;NA
"BEN_2010";"BEN";2010;0,26;9199259;5234987;3964272;NA;5951219;NA;2935213;NA;3016012;NA;NA;NA
"BEN_2011";"BEN";2011;0,32;9460831;5335116;4125715;NA;6147763;NA;3011203;NA;3136567;NA;NA;NA
"BEN_2012";"BEN";2012;0,36;9729249;5436173;4293076;NA;6349579;NA;3088157;NA;3261431;NA;NA;NA
"BEN_2013";"BEN";2013;0,3;10004591;5538302;4466289;NA;6556685;NA;3166151;NA;3390541;NA;NA;NA
"BEN_2014";"BEN";2014;0,03;10286844;5640717;4646127;NA;6769206;NA;3244727;NA;3524474;NA;NA;NA
"BEN_2015";"BEN";2015;-0,01;10575952;5743319;4832633;NA;6987071;NA;3323813;NA;3663250;NA;NA;NA
"BEN_2016";"BEN";2016;0;10872063;5846051;5026012;NA;7210378;NA;3403360;NA;3807012;NA;NA;NA
"BEN_2017";"BEN";2017;0,03;11175198;5948783;5226415;NA;7421978;NA;3463167;NA;3958810;NA;NA;NA
"BEN_2018";"BEN";2018;-0,13;11485044;6051214;5433830;NA;NA;NA;NA;NA;NA;11485044;6051214;5433830
"BES_2011";"BES";2011;NA;21993;5557;16436;NA;NA;NA;NA;NA;NA;21993;5557;16436
"BES_2012";"BES";2012;NA;22842;5771;17071;NA;NA;NA;NA;NA;NA;22842;5771;17071
"BES_2013";"BES";2013;NA;23505;5940;17565;NA;NA;NA;NA;NA;NA;23505;5940;17565
"BES_2014";"BES";2014;NA;24070;6081;17989;NA;NA;NA;NA;NA;NA;24070;6081;17989
"BES_2015";"BES";2015;NA;24570;6202;18368;NA;NA;NA;NA;NA;NA;24570;6202;18368
"BES_2016";"BES";2016;NA;25020;6307;18713;NA;NA;NA;NA;NA;NA;25020;6307;18713
"BES_2017";"BES";2017;NA;25401;6392;19009;NA;NA;NA;NA;NA;NA;25401;6392;19009
"BES_2018";"BES";2018;NA;25711;6454;19257;NA;NA;NA;NA;NA;NA;25711;6454;19257
"BFA_2000";"BFA";2000;0,06;11607942;9536675;2071267;NA;6375025;NA;4843203;NA;1531809;NA;NA;NA
"BFA_2001";"BFA";2001;NA;11944587;9730105;2214482;NA;6579172;NA;4941437;NA;1637724;NA;NA;NA
"BFA_2002";"BFA";2002;-0,31;12293100;9925754;2367346;NA;6708964;NA;4949569;NA;1759382;NA;NA;NA
"BFA_2003";"BFA";2003;0,07;12654621;10124154;2530467;NA;6844349;NA;4954531;NA;1889831;NA;NA;NA
"BFA_2004";"BFA";2004;-0,08;13030569;10325765;2704804;NA;6986310;NA;4956416;NA;2029907;NA;NA;NA
"BFA_2005";"BFA";2005;-0,06;13421930;10531202;2890728;NA;7135368;NA;4955364;NA;2180016;NA;NA;NA
"BFA_2006";"BFA";2006;0,16;13829176;10739809;3089367;NA;7292037;NA;4950913;NA;2341144;NA;NA;NA
"BFA_2007";"BFA";2007;0,31;14252021;10974579;3277442;NA;7448986;NA;4953290;NA;2495710;NA;NA;NA
"BFA_2008";"BFA";2008;0,12;14689725;11232643;3457082;NA;7605636;NA;4960406;NA;2645230;NA;NA;NA
"BFA_2009";"BFA";2009;0,03;15141098;11495300;3645798;NA;7766526;NA;4963438;NA;2803079;NA;NA;NA
"BFA_2010";"BFA";2010;-0,12;15605217;11761192;3844025;NA;7931305;NA;4961606;NA;2969697;NA;NA;NA
"BFA_2011";"BFA";2011;-0,56;16081913;12029979;4051934;NA;8099951;NA;4954600;NA;3145327;NA;NA;NA
"BFA_2012";"BFA";2012;-0,57;16571253;12301255;4269998;NA;8272517;NA;4942098;NA;3330451;NA;NA;NA
"BFA_2013";"BFA";2013;-0,76;17072785;12574756;4498029;NA;8448872;NA;4923846;NA;3525039;NA;NA;NA
"BFA_2014";"BFA";2014;-0,79;17586030;12849410;4736620;NA;8628969;NA;4899294;NA;3729674;NA;NA;NA
"BFA_2015";"BFA";2015;-0,61;18110624;13124769;4985855;NA;8812713;NA;4868165;NA;3944547;NA;NA;NA
"BFA_2016";"BFA";2016;-0,87;18646357;13400466;5245891;NA;9000171;NA;4830230;NA;4169908;NA;NA;NA
"BFA_2017";"BFA";2017;-0,93;19193234;13676547;5516687;NA;9191281;NA;4785418;NA;4405851;NA;NA;NA
"BFA_2018";"BFA";2018;-1,04;19751466;13952750;5798716;NA;NA;NA;NA;NA;NA;19751466;13952750;5798716
"BGD_2000";"BGD";2000;-0,72;127657854;97542749;30115105;71369293;121549477;57950489;91839346;13418716;29710159;NA;NA;NA
"BGD_2001";"BGD";2001;NA;130088702;98742915;31345787;72752523;124087684;58784373;93160879;13968209;30926791;NA;NA;NA
"BGD_2002";"BGD";2002;-1,03;132478086;99681576;32796510;74081097;126600563;59465194;94239839;14615857;32360733;NA;NA;NA
"BGD_2003";"BGD";2003;-1,12;134791603;100515865;34275738;75362174;129046623;60085921;95223564;15276313;33823041;NA;NA;NA
"BGD_2004";"BGD";2004;-1,36;136986432;101213683;35772749;76571758;131384084;60626946;96080965;15944801;35303128;NA;NA;NA
"BGD_2005";"BGD";2005;-1,86;139035505;101760961;37274544;77694931;133487808;61079320;96740106;16615531;36747724;NA;NA;NA
"BGD_2006";"BGD";2006;-1,51;140921167;102143520;38777647;78720974;135434275;61433965;97243695;17286951;38190584;NA;NA;NA
"BGD_2007";"BGD";2007;-1,54;142660376;102377889;40282487;79659400;137238954;61700236;97606813;17959250;39632126;NA;NA;NA
"BGD_2008";"BGD";2008;-1,51;144304167;102501690;41802477;80538796;138950280;61900309;97864770;18638420;41085519;NA;NA;NA
"BGD_2009";"BGD";2009;-1,54;145924797;102571947;43352850;81399537;140637300;62068285;98071623;19331240;42565679;NA;NA;NA
"BGD_2010";"BGD";2010;-1,43;147575430;102621556;44953874;82270587;142351068;62223913;98258672;20046762;44092391;NA;NA;NA
"BGD_2011";"BGD";2011;-1,4;149273139;102662884;46610255;83161663;144107781;62374632;98437670;20787088;45670108;NA;NA;NA
"BGD_2012";"BGD";2012;-1,38;151005739;102694958;48310781;84066949;145895357;62519818;98607658;21547222;47287699;NA;NA;NA
"BGD_2013";"BGD";2013;-1,63;152761418;102713037;50048381;84980673;147702128;62656545;98764029;22324015;48938108;NA;NA;NA
"BGD_2014";"BGD";2014;-0,9;154517382;102700727;51816655;85889228;149505935;62774741;98890961;23114617;50614970;NA;NA;NA
"BGD_2015";"BGD";2015;-1,21;156256276;102647551;53608725;86783892;151289702;62867878;98978219;23915957;52311474;NA;NA;NA
"BGD_2016";"BGD";2016;-1,26;157977153;102554286;55422867;87663513;153052263;62936283;99026378;24727278;54025884;NA;NA;NA
"BGD_2017";"BGD";2017;-1,26;159685424;102425872;57259552;88531563;154920427;62982847;99099643;25548788;55820774;NA;NA;NA
"BGD_2018";"BGD";2018;-1,03;161376708;102260936;59115772;NA;NA;NA;NA;NA;NA;161376708;102260936;59115772
"BGR_2000";"BGR";2000;0,38;7997957;2487476;5510481;7745016;7977229;NA;2474366;NA;5502863;NA;NA;NA
"BGR_2001";"BGR";2001;NA;7930703;2445391;5485312;7679954;7910216;NA;2432490;NA;5477727;NA;NA;NA
"BGR_2002";"BGR";2002;0,47;7866239;2397346;5468893;7617273;7845656;NA;2384686;NA;5460970;NA;NA;NA
"BGR_2003";"BGR";2003;0,17;7804312;2350709;5453603;7555268;7781793;NA;2337494;NA;5444298;NA;NA;NA
"BGR_2004";"BGR";2004;0;7744632;2305328;5439304;7494011;7718698;NA;2290076;NA;5428622;NA;NA;NA
"BGR_2005";"BGR";2005;0,15;7686962;2261220;5425742;7434789;7657702;NA;2244012;NA;5413689;NA;NA;NA
"BGR_2006";"BGR";2006;0,4;7631012;2218163;5412849;7377319;7598508;NA;2199077;NA;5399431;NA;NA;NA
"BGR_2007";"BGR";2007;0,36;7576672;2176146;5400526;7321490;7541005;NA;2155258;NA;5385747;NA;NA;NA
"BGR_2008";"BGR";2008;0,37;7524087;2135152;5388935;7267440;7485334;NA;2112534;NA;5372801;NA;NA;NA
"BGR_2009";"BGR";2009;0,35;7473513;2095341;5378172;7227621;7431746;NA;2071062;NA;5360684;NA;NA;NA
"BGR_2010";"BGR";2010;0,36;7425008;2056599;5368409;7189707;7380295;NA;2030724;NA;5349571;NA;NA;NA
"BGR_2011";"BGR";2011;0,3;7378650;2018960;5359690;7153780;7331053;NA;1991551;NA;5339502;NA;NA;NA
"BGR_2012";"BGR";2012;0,38;7334003;1981996;5352007;7119429;7283588;NA;1953118;NA;5330469;NA;NA;NA
"BGR_2013";"BGR";2013;0,17;7290088;1945507;5344581;7073905;7236923;NA;1915227;NA;5321697;NA;NA;NA
"BGR_2014";"BGR";2014;0,08;7245646;1909130;5336516;7029121;7189808;NA;1877517;NA;5312291;NA;NA;NA
"BGR_2015";"BGR";2015;0,02;7199741;1872640;5327101;6982976;7141316;NA;1839770;NA;5301547;NA;NA;NA
"BGR_2016";"BGR";2016;0,08;7151953;1835954;5315999;6935059;7091031;NA;1801902;NA;5289129;NA;NA;NA
"BGR_2017";"BGR";2017;0,33;7102444;1799141;5303303;6885531;7039115;NA;1763983;NA;5275131;NA;NA;NA
"BGR_2018";"BGR";2018;0,42;7051608;1762332;5289276;NA;NA;NA;NA;NA;NA;7051608;1762332;5289276
"BHR_2000";"BHR";2000;0,06;664611;77278;587333;656631;663933;NA;NA;NA;NA;NA;77278;587333
"BHR_2001";"BHR";2001;NA;697545;81130;616415;689325;696904;NA;NA;NA;NA;NA;81130;616415
"BHR_2002";"BHR";2002;0,28;735146;85478;649668;726648;734544;NA;NA;NA;NA;NA;85478;649668
"BHR_2003";"BHR";2003;0,48;778708;90466;688242;769880;778149;NA;NA;NA;NA;NA;90466;688242
"BHR_2004";"BHR";2004;0,31;829844;96270;733574;820622;829332;NA;NA;NA;NA;NA;96270;733574
"BHR_2005";"BHR";2005;0,01;889164;102947;786217;879482;888705;NA;NA;NA;NA;NA;102947;786217
"BHR_2006";"BHR";2006;-0,37;958418;110681;847737;948196;958020;NA;NA;NA;NA;NA;110681;847737
"BHR_2007";"BHR";2007;-0,25;1035919;119259;916660;1025064;1035594;NA;NA;NA;NA;NA;119259;916660
"BHR_2008";"BHR";2008;-0,24;1114641;127849;986792;1103073;1114403;NA;NA;NA;NA;NA;127849;986792
"BHR_2009";"BHR";2009;-0,14;1185076;135350;1049726;1172895;1184943;NA;NA;NA;NA;NA;135350;1049726
"BHR_2010";"BHR";2010;-0,49;1240860;141040;1099820;1228230;1240846;NA;NA;NA;NA;NA;141040;1099820
"BHR_2011";"BHR";2011;-0,95;1278151;144497;1133654;1265156;1278151;NA;NA;NA;NA;NA;144497;1133654
"BHR_2012";"BHR";2012;-1,13;1299944;146086;1153858;1286727;1299944;NA;NA;NA;NA;NA;146086;1153858
"BHR_2013";"BHR";2013;-1,34;1315028;146818;1168210;1301658;1315028;NA;NA;NA;NA;NA;146818;1168210
"BHR_2014";"BHR";2014;-0,91;1336075;148110;1187965;1322491;1336075;NA;NA;NA;NA;NA;148110;1187965
"BHR_2015";"BHR";2015;-1,07;1371851;150912;1220939;1357903;1371851;NA;NA;NA;NA;NA;150912;1220939
"BHR_2016";"BHR";2016;-0,79;1425792;155555;1270237;1411295;1425792;NA;NA;NA;NA;NA;155555;1270237
"BHR_2017";"BHR";2017;-0,96;1494076;161570;1332506;1478885;1494076;NA;NA;NA;NA;NA;161570;1332506
"BHR_2018";"BHR";2018;-0,84;1569446;168130;1401316;NA;NA;NA;NA;NA;NA;1569446;168130;1401316
"BHS_2000";"BHS";2000;1,28;298051;53628;244423;NA;292822;NA;NA;NA;NA;NA;53628;244423
"BHS_2001";"BHS";2001;NA;302618;54322;248296;NA;297438;NA;NA;NA;NA;NA;54322;248296
"BHS_2002";"BHS";2002;0,96;307660;55097;252563;NA;302525;NA;NA;NA;NA;NA;55097;252563
"BHS_2003";"BHS";2003;0,83;313129;55944;257185;NA;308037;NA;NA;NA;NA;NA;55944;257185
"BHS_2004";"BHS";2004;0,89;318894;56840;262054;NA;313844;NA;NA;NA;NA;NA;56840;262054
"BHS_2005";"BHS";2005;0,94;324859;57767;267092;NA;319854;NA;NA;NA;NA;NA;57767;267092
"BHS_2006";"BHS";2006;0,81;331033;58726;272307;NA;326074;NA;NA;NA;NA;NA;58726;272307
"BHS_2007";"BHS";2007;0,73;337389;59713;277676;NA;332479;NA;NA;NA;NA;NA;59713;277676
"BHS_2008";"BHS";2008;0,77;343681;60682;282999;NA;338827;NA;NA;NA;NA;NA;60682;282999
"BHS_2009";"BHS";2009;0,86;349604;61583;288021;NA;344816;NA;NA;NA;NA;NA;61583;288021
"BHS_2010";"BHS";2010;0,99;354942;62375;292567;NA;350232;NA;NA;NA;NA;NA;62375;292567
"BHS_2011";"BHS";2011;1,1;359578;63013;296565;NA;354961;NA;NA;NA;NA;NA;63013;296565
"BHS_2012";"BHS";2012;1,18;363584;63509;300075;NA;359071;NA;NA;NA;NA;NA;63509;300075
"BHS_2013";"BHS";2013;1,13;367169;63900;303269;NA;362768;NA;NA;NA;NA;NA;63900;303269
"BHS_2014";"BHS";2014;0,96;370633;64239;306394;NA;366349;NA;NA;NA;NA;NA;64239;306394
"BHS_2015";"BHS";2015;0,91;374206;64565;309641;NA;370041;NA;NA;NA;NA;NA;64565;309641
"BHS_2016";"BHS";2016;0,98;377930;64882;313048;NA;373723;NA;NA;NA;NA;NA;64882;313048
"BHS_2017";"BHS";2017;0,99;381755;65185;316570;NA;377506;NA;NA;NA;NA;NA;65185;316570
"BHS_2018";"BHS";2018;0,87;385637;65462;320175;NA;NA;NA;NA;NA;NA;385637;65462;320175
"BIH_2000";"BIH";2000;-0,53;3751176;2161290;1589886;3276651;3648758;NA;2080362;NA;1568396;NA;NA;NA
"BIH_2001";"BIH";2001;NA;3755512;2151970;1603542;3285048;3651167;NA;2073638;NA;1577529;NA;NA;NA
"BIH_2002";"BIH";2002;-0,16;3759387;2142321;1617066;3293021;3653027;NA;2066570;NA;1586457;NA;NA;NA
"BIH_2003";"BIH";2003;-0,4;3762173;2132009;1630164;3300012;3653725;NA;2058834;NA;1594892;NA;NA;NA
"BIH_2004";"BIH";2004;0,02;3764194;2121211;1642983;3306306;3653579;NA;2050599;NA;1602980;NA;NA;NA
"BIH_2005";"BIH";2005;-0,5;3765331;2109919;1655412;3311790;3652473;NA;2041856;NA;1610617;NA;NA;NA
"BIH_2006";"BIH";2006;-0,44;3765424;2098002;1667422;3316323;3650254;NA;2032476;NA;1617778;NA;NA;NA
"BIH_2007";"BIH";2007;-0,63;3762786;2084555;1678231;3318415;3645289;NA;2021581;NA;1623708;NA;NA;NA
"BIH_2008";"BIH";2008;-0,54;3754271;2067853;1686418;3315275;3634538;NA;2007491;NA;1627047;NA;NA;NA
"BIH_2009";"BIH";2009;-0,67;3735938;2045847;1690091;3303399;3614201;NA;1988205;NA;1625996;NA;NA;NA
"BIH_2010";"BIH";2010;-0,69;3705472;2017321;1688151;3280704;3582061;NA;1962524;NA;1619537;NA;NA;NA
"BIH_2011";"BIH";2011;-0,82;3661175;1981492;1679683;3245644;3536507;NA;1929666;NA;1606841;NA;NA;NA
"BIH_2012";"BIH";2012;-0,54;3604972;1939512;1665460;3197693;3476997;NA;1888298;NA;1588698;NA;NA;NA
"BIH_2013";"BIH";2013;-0,4;3542606;1894616;1647990;3145752;3413372;NA;1845830;NA;1567542;NA;NA;NA
