"country_year";"alpha_3";"year";"political_stability";"population_total";"population_rural";"population_urban";"safe_drinking_water_total";"basic_drinking_water_total";"safe_drinking_water_rural";"basic_drinking_water_rural";"safe_drinking_water_urban";"basic_drinking_water_urban";"unknown_drinking_water_total";"unknown_drinking_water_rural";"unknown_drinking_water_urban"
"LBR_2017";"LBR";2017;-0,36;4702226;2318320;2383906;NA;3430181;NA;1436478;NA;1993708;NA;NA;NA
"LBR_2018";"LBR";2018;-0,19;4818973;2354000;2464973;NA;NA;NA;NA;NA;NA;4818973;2354000;2464973
"LBY_2000";"LBY";2000;-0,3;5357891;1265153;4092738;NA;4516561;NA;NA;NA;NA;NA;1265153;4092738
"LBY_2001";"LBY";2001;NA;5443248;1279037;4164211;NA;4636931;NA;NA;NA;NA;NA;1279037;4164211
"LBY_2002";"LBY";2002;-0,1;5531089;1292648;4238441;NA;4760958;NA;NA;NA;NA;NA;1292648;4238441
"LBY_2003";"LBY";2003;0,12;5620547;1305751;4314796;NA;4887953;NA;NA;NA;NA;NA;1305751;4314796
"LBY_2004";"LBY";2004;0,36;5710154;1317980;4392174;NA;5016671;NA;NA;NA;NA;NA;1317980;4392174
"LBY_2005";"LBY";2005;0,45;5798614;1329017;4469597;NA;5145965;NA;NA;NA;NA;NA;1329017;4469597
"LBY_2006";"LBY";2006;0,36;5886872;1339064;4547808;NA;5276651;NA;NA;NA;NA;NA;1339064;4547808
"LBY_2007";"LBY";2007;0,75;5974787;1348072;4626715;NA;5408597;NA;NA;NA;NA;NA;1348072;4626715
"LBY_2008";"LBY";2008;0,81;6058748;1355225;4703523;NA;5538492;NA;NA;NA;NA;NA;1355225;4703523
"LBY_2009";"LBY";2009;0,83;6133984;1359475;4774509;NA;5661829;NA;NA;NA;NA;NA;1359475;4774509
"LBY_2010";"LBY";2010;0,03;6197663;1360246;4837417;NA;5775733;NA;NA;NA;NA;NA;1360246;4837417
"LBY_2011";"LBY";2011;-1,29;6247439;1357105;4890334;NA;5877689;NA;NA;NA;NA;NA;1357105;4890334
"LBY_2012";"LBY";2012;-1,59;6285748;1350672;4935076;NA;5969641;NA;NA;NA;NA;NA;1350672;4935076
"LBY_2013";"LBY";2013;-1,84;6320360;1342688;4977672;NA;6058731;NA;NA;NA;NA;NA;1342688;4977672
"LBY_2014";"LBY";2014;-2,35;6362037;1335453;5026584;NA;6155271;NA;NA;NA;NA;NA;1335453;5026584
"LBY_2015";"LBY";2015;-2,2;6418315;1330486;5087829;NA;6266809;NA;NA;NA;NA;NA;1330486;5087829
"LBY_2016";"LBY";2016;-2,28;6492162;1328292;5163870;NA;6396659;NA;NA;NA;NA;NA;1328292;5163870
"LBY_2017";"LBY";2017;-2,36;6580724;1328163;5252561;NA;6483918;NA;NA;NA;NA;NA;1328163;5252561
"LBY_2018";"LBY";2018;-2,44;6678559;1328902;5349657;NA;NA;NA;NA;NA;NA;6678559;1328902;5349657
"LCA_2000";"LCA";2000;1,22;156729;113199;43530;NA;138675;NA;98248;NA;40427;NA;NA;NA
"LCA_2001";"LCA";2001;NA;158179;114723;43456;NA;139929;NA;99570;NA;40359;NA;NA;NA
"LCA_2002";"LCA";2002;0,36;159392;117426;41966;NA;140891;NA;101916;NA;38975;NA;NA;NA
"LCA_2003";"LCA";2003;1,17;160530;120051;40479;NA;143156;NA;105346;NA;37811;NA;NA;NA
"LCA_2004";"LCA";2004;1,22;161816;122765;39051;NA;145590;NA;108904;NA;36686;NA;NA;NA
"LCA_2005";"LCA";2005;1;163417;125692;37725;NA;148348;NA;112705;NA;35642;NA;NA;NA
"LCA_2006";"LCA";2006;0,86;165381;128885;36496;NA;151481;NA;116804;NA;34677;NA;NA;NA
"LCA_2007";"LCA";2007;0,62;167639;132294;35345;NA;154934;NA;121162;NA;33772;NA;NA;NA
"LCA_2008";"LCA";2008;0,64;170011;135787;34224;NA;158547;NA;125662;NA;32884;NA;NA;NA
"LCA_2009";"LCA";2009;0,69;172221;139133;33088;NA;162063;NA;130093;NA;31970;NA;NA;NA
"LCA_2010";"LCA";2010;0,79;174085;141966;32119;NA;165308;NA;134103;NA;31206;NA;NA;NA
"LCA_2011";"LCA";2011;0,85;175544;143156;32388;NA;168240;NA;136599;NA;31641;NA;NA;NA
"LCA_2012";"LCA";2012;0,89;176646;144055;32591;NA;170718;NA;138838;NA;31880;NA;NA;NA
"LCA_2013";"LCA";2013;0,85;177513;144743;32770;NA;172944;NA;140888;NA;32055;NA;NA;NA
"LCA_2014";"LCA";2014;0,82;178296;145342;32954;NA;175020;NA;142784;NA;32235;NA;NA;NA
"LCA_2015";"LCA";2015;0,85;179126;145962;33164;NA;175834;NA;143394;NA;32441;NA;NA;NA
"LCA_2016";"LCA";2016;1,02;180024;146615;33409;NA;176716;NA;144035;NA;32681;NA;NA;NA
"LCA_2017";"LCA";2017;0,99;180954;147274;33680;NA;177628;NA;144682;NA;32946;NA;NA;NA
"LCA_2018";"LCA";2018;1,01;181889;147917;33972;NA;NA;NA;NA;NA;NA;181889;147917;33972
"LIE_2000";"LIE";2000;NA;33184;28163;5021;NA;NA;NA;NA;NA;NA;33184;28163;5021
"LIE_2001";"LIE";2001;NA;33552;28532;5020;NA;NA;NA;NA;NA;NA;33552;28532;5020
"LIE_2002";"LIE";2002;NA;33879;28829;5050;NA;NA;NA;NA;NA;NA;33879;28829;5050
"LIE_2003";"LIE";2003;NA;34175;29100;5075;NA;NA;NA;NA;NA;NA;34175;29100;5075
"LIE_2004";"LIE";2004;NA;34452;29355;5097;NA;NA;NA;NA;NA;NA;34452;29355;5097
"LIE_2005";"LIE";2005;NA;34713;29596;5117;NA;NA;NA;NA;NA;NA;34713;29596;5117
"LIE_2006";"LIE";2006;NA;34970;29835;5135;NA;NA;NA;NA;NA;NA;34970;29835;5135
"LIE_2007";"LIE";2007;NA;35217;30065;5152;NA;NA;NA;NA;NA;NA;35217;30065;5152
"LIE_2008";"LIE";2008;NA;35471;30301;5170;NA;NA;NA;NA;NA;NA;35471;30301;5170
"LIE_2009";"LIE";2009;NA;35727;30540;5187;NA;NA;NA;NA;NA;NA;35727;30540;5187
"LIE_2010";"LIE";2010;NA;35994;30787;5207;NA;NA;NA;NA;NA;NA;35994;30787;5207
"LIE_2011";"LIE";2011;NA;36293;31063;5230;NA;NA;NA;NA;NA;NA;36293;31063;5230
"LIE_2012";"LIE";2012;NA;36615;31355;5260;NA;NA;NA;NA;NA;NA;36615;31355;5260
"LIE_2013";"LIE";2013;NA;36934;31640;5294;NA;NA;NA;NA;NA;NA;36934;31640;5294
"LIE_2014";"LIE";2014;NA;37223;31895;5328;NA;NA;NA;NA;NA;NA;37223;31895;5328
"LIE_2015";"LIE";2015;NA;37470;32110;5360;NA;NA;NA;NA;NA;NA;37470;32110;5360
"LIE_2016";"LIE";2016;NA;37658;32271;5387;NA;NA;NA;NA;NA;NA;37658;32271;5387
"LIE_2017";"LIE";2017;NA;37800;32388;5412;NA;NA;NA;NA;NA;NA;37800;32388;5412
"LIE_2018";"LIE";2018;NA;37910;32475;5435;NA;NA;NA;NA;NA;NA;37910;32475;5435
"LKA_2000";"LKA";2000;-1,9;18777601;15326227;3451374;NA;14937236;NA;11645873;2971306;3291372;NA;NA;NA
"LKA_2001";"LKA";2001;NA;18911730;15438619;3473111;NA;15158741;NA;11845639;2990917;3313096;NA;NA;NA
"LKA_2002";"LKA";2002;-0,78;19062482;15564626;3497856;NA;15390379;NA;12050302;3013130;3340092;NA;NA;NA
"LKA_2003";"LKA";2003;-0,83;19224037;15699500;3524537;NA;15632485;NA;12263498;3037025;3368988;NA;NA;NA
"LKA_2004";"LKA";2004;-1,01;19387153;15835702;3551451;NA;15877642;NA;12479467;3061134;3398160;NA;NA;NA
"LKA_2005";"LKA";2005;-1,15;19544988;15967629;3577359;NA;16120196;NA;12693780;3084389;3426422;NA;NA;NA
"LKA_2006";"LKA";2006;-1,42;19695972;16094009;3601963;NA;16358816;NA;12905324;3119453;3453486;NA;NA;NA
"LKA_2007";"LKA";2007;-1,75;19842044;16216418;3625626;NA;16594937;NA;13115253;3153895;3479696;NA;NA;NA
"LKA_2008";"LKA";2008;-1,8;19983984;16335498;3648486;NA;16829190;NA;13324010;3187826;3505182;NA;NA;NA
"LKA_2009";"LKA";2009;-1,34;20123508;16452634;3670874;NA;17062926;NA;13532658;3221526;3530260;NA;NA;NA
"LKA_2010";"LKA";2010;-0,94;20261737;16568757;3692980;NA;17297027;NA;13741927;3255158;3555112;NA;NA;NA
"LKA_2011";"LKA";2011;-0,72;20398497;16683719;3714778;NA;17531380;NA;13951670;3288696;3579711;NA;NA;NA
"LKA_2012";"LKA";2012;-0,72;20532600;16796552;3736048;NA;17764898;NA;14161044;3321941;3603845;NA;NA;NA
"LKA_2013";"LKA";2013;-0,61;20663046;16902782;3760264;NA;17997065;NA;14366198;3357988;3630867;NA;NA;NA
"LKA_2014";"LKA";2014;-0,33;20788511;17001267;3787244;NA;18226628;NA;14566017;3396709;3660608;NA;NA;NA
"LKA_2015";"LKA";2015;0,09;20908027;17091143;3816884;NA;18452582;NA;14759595;3438044;3692978;NA;NA;NA
"LKA_2016";"LKA";2016;0;21021171;17171987;3849184;NA;18674363;NA;14946381;3482022;3727983;NA;NA;NA
"LKA_2017";"LKA";2017;-0,07;21128032;17243798;3884234;NA;18891902;NA;15126191;3528756;3765719;NA;NA;NA
"LKA_2018";"LKA";2018;-0,18;21228763;17306625;3922138;NA;NA;NA;NA;NA;NA;21228763;17306625;3922138
"LSO_2000";"LSO";2000;0,1;2032804;1635437;397367;NA;1371454;NA;1053089;NA;318365;NA;NA;NA
"LSO_2001";"LSO";2001;NA;2035740;1627232;408508;NA;1373285;NA;1042733;NA;330551;NA;NA;NA
"LSO_2002";"LSO";2002;-0,05;2029829;1611749;418080;NA;1369435;NA;1027800;NA;341634;NA;NA;NA
"LSO_2003";"LSO";2003;0,1;2018348;1591726;426622;NA;1362116;NA;1010094;NA;352023;NA;NA;NA
"LSO_2004";"LSO";2004;0,36;2005940;1570880;435060;NA;1354468;NA;992004;NA;362462;NA;NA;NA
"LSO_2005";"LSO";2005;0;1996114;1552004;444110;NA;1348847;NA;975292;NA;373553;NA;NA;NA
"LSO_2006";"LSO";2006;-0,13;1989939;1535835;454104;NA;1345994;NA;960401;NA;385593;NA;NA;NA
"LSO_2007";"LSO";2007;-0,39;1986922;1523892;463030;NA;1345130;NA;948251;NA;396878;NA;NA;NA
"LSO_2008";"LSO";2008;-0,21;1987129;1514281;472848;NA;1346712;NA;937629;NA;409080;NA;NA;NA
"LSO_2009";"LSO";2009;0,33;1990131;1506671;483460;NA;1350446;NA;928311;NA;422135;NA;NA;NA
"LSO_2010";"LSO";2010;0,46;1995581;1500718;494863;NA;1356124;NA;920066;NA;436058;NA;NA;NA
"LSO_2011";"LSO";2011;0,38;2003788;1496630;507158;NA;1363965;NA;913006;NA;450959;NA;NA;NA
"LSO_2012";"LSO";2012;0,27;2014994;1497059;517935;NA;1373421;NA;908723;NA;464698;NA;NA;NA
"LSO_2013";"LSO";2013;0,34;2028530;1499065;529465;NA;1384695;NA;905402;NA;479293;NA;NA;NA
"LSO_2014";"LSO";2014;-0,33;2043445;1501884;541561;NA;1397159;NA;902568;NA;494592;NA;NA;NA
"LSO_2015";"LSO";2015;-0,31;2059021;1504987;554034;NA;1410337;NA;899899;NA;510436;NA;NA;NA
"LSO_2016";"LSO";2016;-0,24;2075030;1508184;566846;NA;1424070;NA;897277;NA;526797;NA;NA;NA
"LSO_2017";"LSO";2017;-0,19;2091534;1511552;579982;NA;1435837;NA;896697;NA;539140;NA;NA;NA
"LSO_2018";"LSO";2018;-0,22;2108328;1514774;593554;NA;NA;NA;NA;NA;NA;2108328;1514774;593554
"LTU_2000";"LTU";2000;0,42;3501839;1156104;2345735;2404171;3140084;NA;871668;NA;2268414;NA;NA;NA
"LTU_2001";"LTU";2001;NA;3473625;1149123;2324502;2396693;3130317;NA;878142;NA;2252173;NA;NA;NA
"LTU_2002";"LTU";2002;0,89;3444763;1142702;2302061;2388479;3119588;NA;884907;NA;2234680;NA;NA;NA
"LTU_2003";"LTU";2003;1,05;3414365;1135721;2278644;2379037;3107257;NA;891101;NA;2216155;NA;NA;NA
"LTU_2004";"LTU";2004;0,77;3381131;1127749;2253382;2413305;3092113;NA;896366;NA;2195746;NA;NA;NA
"LTU_2005";"LTU";2005;0,78;3344268;1115806;2228462;2444639;3073846;NA;898270;NA;2175577;NA;NA;NA
"LTU_2006";"LTU";2006;0,87;3303335;1099803;2203532;2472472;3051926;NA;896621;NA;2155307;NA;NA;NA
"LTU_2007";"LTU";2007;0,82;3258980;1082724;2176256;2496680;3026401;NA;893757;NA;2132646;NA;NA;NA
"LTU_2008";"LTU";2008;0,75;3212865;1065123;2147742;2518367;2998774;NA;890107;NA;2108668;NA;NA;NA
"LTU_2009";"LTU";2009;0,63;3167265;1050212;2117053;2538954;2970820;NA;888373;NA;2082446;NA;NA;NA
"LTU_2010";"LTU";2010;0,72;3123816;1038461;2085355;2559835;2944157;NA;889040;NA;2055116;NA;NA;NA
"LTU_2011";"LTU";2011;0,67;3083403;1025508;2057895;2582387;2920279;NA;888426;NA;2031853;NA;NA;NA
"LTU_2012";"LTU";2012;0,79;3045561;1009183;2036378;2606531;2898960;NA;884591;NA;2014368;NA;NA;NA
"LTU_2013";"LTU";2013;0,96;3008934;993371;2015563;2630717;2878377;NA;880878;NA;1997499;NA;NA;NA
"LTU_2014";"LTU";2014;0,74;2971497;977381;1994116;2653189;2856607;NA;876682;NA;1979925;NA;NA;NA
"LTU_2015";"LTU";2015;0,76;2931880;960777;1971103;2672638;2832317;NA;871602;NA;1960715;NA;NA;NA
"LTU_2016";"LTU";2016;0,83;2889557;942979;1946578;2646861;2805001;NA;865088;NA;1939913;NA;NA;NA
"LTU_2017";"LTU";2017;0,78;2845414;924318;1921096;2619000;2775476;NA;857410;NA;1918065;NA;NA;NA
"LTU_2018";"LTU";2018;0,75;2801264;905404;1895860;NA;NA;NA;NA;NA;NA;2801264;905404;1895860
"LUX_2000";"LUX";2000;1,61;436103;68834;367269;436103;436103;68834;68834;367269;367269;NA;NA;NA
"LUX_2001";"LUX";2001;NA;440198;66722;373476;440198;440198;66722;66722;373476;373476;NA;NA;NA
"LUX_2002";"LUX";2002;1,64;443726;65234;378492;443726;443726;65234;65234;378492;378492;NA;NA;NA
"LUX_2003";"LUX";2003;1,44;447322;63775;383547;447322;447322;63775;63775;383547;383547;NA;NA;NA
"LUX_2004";"LUX";2004;1,32;451819;62457;389362;451819;451819;62457;62457;389362;389362;NA;NA;NA
"LUX_2005";"LUX";2005;1,33;457842;61360;396482;457842;457842;61360;61360;396482;396482;NA;NA;NA
"LUX_2006";"LUX";2006;1,4;465610;60487;405123;465610;465610;60487;60487;405123;405123;NA;NA;NA
"LUX_2007";"LUX";2007;1,48;474915;59794;415121;474915;474915;59794;59794;415121;415121;NA;NA;NA
"LUX_2008";"LUX";2008;1,51;485405;59222;426183;485405;485405;59222;59222;426183;426183;NA;NA;NA
"LUX_2009";"LUX";2009;1,45;496527;58697;437830;496527;496527;58697;58697;437830;437830;NA;NA;NA
"LUX_2010";"LUX";2010;1,46;507889;58167;449722;507889;507889;58167;58167;449722;449722;NA;NA;NA
"LUX_2011";"LUX";2011;1,32;519307;57611;461696;519307;519307;57611;57611;461696;461696;NA;NA;NA
"LUX_2012";"LUX";2012;1,33;530857;57075;473782;530618;530789;56836;57007;473782;473782;NA;NA;NA
"LUX_2013";"LUX";2013;1,34;542560;56567;485993;542033;542371;56040;56378;485993;485993;NA;NA;NA
"LUX_2014";"LUX";2014;1,38;554516;56095;498421;553707;554209;55286;55788;498421;498421;NA;NA;NA
"LUX_2015";"LUX";2015;1,44;566741;55660;511081;565654;566317;54573;55236;511081;511081;NA;NA;NA
"LUX_2016";"LUX";2016;1,42;579264;55263;524001;577904;578725;53903;54724;524001;524001;NA;NA;NA
"LUX_2017";"LUX";2017;1,33;591910;54887;537023;590280;591257;53257;54234;537023;537023;NA;NA;NA
"LUX_2018";"LUX";2018;1,37;604245;54495;549750;NA;NA;NA;NA;NA;NA;604245;54495;549750
"LVA_2000";"LVA";2000;0,42;2384164;761342;1622822;2212300;2331964;NA;729275;NA;1602689;NA;NA;NA
"LVA_2001";"LVA";2001;NA;2358693;755951;1602742;2188212;2306969;NA;724111;NA;1582858;NA;NA;NA
"LVA_2002";"LVA";2002;0,94;2332530;749898;1582632;2164588;2282506;NA;719435;NA;1563072;NA;NA;NA
"LVA_2003";"LVA";2003;1;2305848;742484;1563364;2140659;2257548;NA;713433;NA;1544116;NA;NA;NA
"LVA_2004";"LVA";2004;0,62;2278921;731544;1547377;2117034;2232414;NA;704015;NA;1528398;NA;NA;NA
"LVA_2005";"LVA";2005;0,81;2251993;720638;1531355;2093370;2207242;NA;694598;NA;1512645;NA;NA;NA
"LVA_2006";"LVA";2006;0,84;2225066;712756;1512310;2069072;2181970;NA;688067;NA;1493904;NA;NA;NA
"LVA_2007";"LVA";2007;0,56;2198089;705578;1492511;2048090;2156608;NA;682193;NA;1474416;NA;NA;NA
"LVA_2008";"LVA";2008;0,2;2171259;698417;1472842;2027176;2131369;NA;676314;NA;1455055;NA;NA;NA
"LVA_2009";"LVA";2009;0,35;2144785;690325;1454460;2006660;2106474;NA;669511;NA;1436963;NA;NA;NA
"LVA_2010";"LVA";2010;0,53;2118861;681394;1437467;1986703;2082110;NA;661868;NA;1420242;NA;NA;NA
"LVA_2011";"LVA";2011;0,32;2093610;672693;1420917;1967280;2058380;NA;654423;NA;1403957;NA;NA;NA
"LVA_2012";"LVA";2012;0,45;2069016;664217;1404799;1948375;2035269;NA;647171;NA;1388098;NA;NA;NA
"LVA_2013";"LVA";2013;0,59;2044957;655928;1389029;1929879;2012657;NA;640076;NA;1372581;NA;NA;NA
"LVA_2014";"LVA";2014;0,49;2021219;647754;1373465;1911588;1990334;NA;633068;NA;1357266;NA;NA;NA
"LVA_2015";"LVA";2015;0,44;1997674;639656;1358018;1893389;1968176;NA;626111;NA;1342065;NA;NA;NA
"LVA_2016";"LVA";2016;0,48;1974266;631354;1342912;1875251;1946128;NA;618929;NA;1327200;NA;NA;NA
"LVA_2017";"LVA";2017;0,46;1951097;622892;1328205;1857266;1924292;NA;611565;NA;1312727;NA;NA;NA
"LVA_2018";"LVA";2018;0,42;1928459;614372;1314087;NA;NA;NA;NA;NA;NA;1928459;614372;1314087
"MAC_2000";"MAC";2000;0,49;427782;0;427782;NA;NA;NA;NA;NA;NA;427782;NA;427782
"MAC_2001";"MAC";2001;NA;437938;0;437938;NA;NA;NA;NA;NA;NA;437938;NA;437938
"MAC_2002";"MAC";2002;0,55;448821;0;448821;NA;NA;NA;NA;NA;NA;448821;NA;448821
"MAC_2003";"MAC";2003;1,12;460165;0;460165;NA;NA;NA;NA;NA;NA;460165;NA;460165
"MAC_2004";"MAC";2004;1,35;471597;0;471597;NA;NA;NA;NA;NA;NA;471597;NA;471597
"MAC_2005";"MAC";2005;1,29;482858;0;482858;NA;NA;NA;NA;NA;NA;482858;NA;482858
"MAC_2006";"MAC";2006;0,97;493799;0;493799;NA;NA;NA;NA;NA;NA;493799;NA;493799
"MAC_2007";"MAC";2007;0,46;504511;0;504511;NA;NA;NA;NA;NA;NA;504511;NA;504511
"MAC_2008";"MAC";2008;0,48;515239;0;515239;NA;NA;NA;NA;NA;NA;515239;NA;515239
"MAC_2009";"MAC";2009;0,61;526400;0;526400;NA;NA;NA;NA;NA;NA;526400;NA;526400
"MAC_2010";"MAC";2010;0,57;538219;0;538219;NA;NA;NA;NA;NA;NA;538219;NA;538219
"MAC_2011";"MAC";2011;0,61;550832;0;550832;NA;NA;NA;NA;NA;NA;550832;NA;550832
"MAC_2012";"MAC";2012;0,63;564039;0;564039;NA;NA;NA;NA;NA;NA;564039;NA;564039
"MAC_2013";"MAC";2013;0,76;577372;0;577372;NA;NA;NA;NA;NA;NA;577372;NA;577372
"MAC_2014";"MAC";2014;1,21;590208;0;590208;NA;NA;NA;NA;NA;NA;590208;NA;590208
"MAC_2015";"MAC";2015;1,2;602085;0;602085;NA;NA;NA;NA;NA;NA;602085;NA;602085
"MAC_2016";"MAC";2016;1,42;612836;0;612836;NA;NA;NA;NA;NA;NA;612836;NA;612836
"MAC_2017";"MAC";2017;1,43;622585;0;622585;NA;NA;NA;NA;NA;NA;622585;NA;622585
"MAC_2018";"MAC";2018;1,26;631636;0;631636;NA;NA;NA;NA;NA;NA;631636;NA;631636
"MAF_2011";"MAF";2011;NA;37446;NA;NA;NA;NA;NA;NA;NA;NA;37446;NA;NA
"MAF_2012";"MAF";2012;NA;37009;NA;NA;NA;NA;NA;NA;NA;NA;37009;NA;NA
"MAF_2013";"MAF";2013;NA;36453;NA;NA;NA;NA;NA;NA;NA;NA;36453;NA;NA
"MAF_2014";"MAF";2014;NA;36015;NA;NA;NA;NA;NA;NA;NA;NA;36015;NA;NA
"MAF_2015";"MAF";2015;NA;35858;NA;NA;NA;NA;NA;NA;NA;NA;35858;NA;NA
"MAF_2016";"MAF";2016;NA;36065;NA;NA;NA;NA;NA;NA;NA;NA;36065;NA;NA
"MAF_2017";"MAF";2017;NA;36560;NA;NA;NA;NA;NA;NA;NA;NA;36560;NA;NA
"MAF_2018";"MAF";2018;NA;37264;NA;NA;NA;NA;NA;NA;NA;NA;37264;NA;NA
"MAR_2000";"MAR";2000;-0,07;28793679;13436577;15357102;15771741;17938001;2547724;3807640;13224010;14130357;NA;NA;NA
"MAR_2001";"MAR";2001;NA;29126330;13496491;15629839;16222364;18499720;2735997;4089018;13486411;14410743;NA;NA;NA
"MAR_2002";"MAR";2002;-0,26;29454768;13552248;15902520;16674739;19134303;2924942;4425342;13749726;14708893;NA;NA;NA
"MAR_2003";"MAR";2003;-0,41;29782884;13605810;16177074;17130534;19780615;3114849;4770103;14015624;15010455;NA;NA;NA
"MAR_2004";"MAR";2004;-0,31;30115214;13659114;16456100;17592504;20441846;3306096;5123949;14286373;15317866;NA;NA;NA
"MAR_2005";"MAR";2005;-0,56;30455561;13652051;16803510;18100955;21153757;3483337;5462883;14617592;15690850;NA;NA;NA
"MAR_2006";"MAR";2006;-0,46;30804683;13632320;17172363;18625734;21888723;3656997;5802668;14968728;16086046;NA;NA;NA
"MAR_2007";"MAR";2007;-0,5;31163673;13613379;17550294;19159545;22640486;3830360;6148385;15329094;16492029;NA;NA;NA
"MAR_2008";"MAR";2008;-0,57;31536811;13596721;17940090;19705038;23412263;4003898;6500781;15701174;16911511;NA;NA;NA
"MAR_2009";"MAR";2009;-0,4;31929087;13585031;18344056;20265497;24208085;4178529;6861370;16087057;17346783;NA;NA;NA
"MAR_2010";"MAR";2010;-0,38;32343389;13578524;18764865;20843746;25031212;4354516;7230650;16489164;17800512;NA;NA;NA
"MAR_2011";"MAR";2011;-0,39;32781853;13578028;19203825;21441132;25883646;4532338;7609503;16908734;18274099;NA;NA;NA
"MAR_2012";"MAR";2012;-0,47;33241900;13581898;19660002;22056662;26764254;4711661;7997463;17345043;18766821;NA;NA;NA
"MAR_2013";"MAR";2013;-0,49;33715703;13587463;20128240;22685338;27667163;4891696;8393259;17793622;19273895;NA;NA;NA
"MAR_2014";"MAR";2014;-0,45;34192357;13589470;20602887;23320107;28583679;5070551;8793644;18249528;19790015;NA;NA;NA
"MAR_2015";"MAR";2015;-0,34;34663603;13584971;21078632;23955004;29506425;5246944;9196315;18708083;20310120;NA;NA;NA
"MAR_2016";"MAR";2016;-0,31;35126283;13572634;21553649;24587674;30432161;5420089;9599739;19167664;20832464;NA;NA;NA
"MAR_2017";"MAR";2017;-0,37;35581255;13553569;22027686;25001681;30876883;5412475;9586255;19589226;21290640;NA;NA;NA
"MAR_2018";"MAR";2018;-0,33;36029093;13527968;22501125;NA;NA;NA;NA;NA;NA;36029093;13527968;22501125
"MCO_2000";"MCO";2000;NA;32147;0;32147;32147;32147;NA;NA;32147;32147;NA;NA;NA
"MCO_2001";"MCO";2001;NA;32470;0;32470;32470;32470;NA;NA;32470;32470;NA;NA;NA
"MCO_2002";"MCO";2002;NA;32806;0;32806;32806;32806;NA;NA;32806;32806;NA;NA;NA
"MCO_2003";"MCO";2003;NA;33153;0;33153;33153;33153;NA;NA;33153;33153;NA;NA;NA
"MCO_2004";"MCO";2004;NA;33500;0;33500;33500;33500;NA;NA;33500;33500;NA;NA;NA
"MCO_2005";"MCO";2005;NA;33843;0;33843;33843;33843;NA;NA;33843;33843;NA;NA;NA
"MCO_2006";"MCO";2006;NA;34190;0;34190;34190;34190;NA;NA;34190;34190;NA;NA;NA
"MCO_2007";"MCO";2007;NA;34525;0;34525;34525;34525;NA;NA;34525;34525;NA;NA;NA
"MCO_2008";"MCO";2008;NA;34872;0;34872;34872;34872;NA;NA;34872;34872;NA;NA;NA
"MCO_2009";"MCO";2009;NA;35226;0;35226;35226;35226;NA;NA;35226;35226;NA;NA;NA
"MCO_2010";"MCO";2010;NA;35612;0;35612;35612;35612;NA;NA;35612;35612;NA;NA;NA
"MCO_2011";"MCO";2011;NA;36024;0;36024;36024;36024;NA;NA;36024;36024;NA;NA;NA
"MCO_2012";"MCO";2012;NA;36460;0;36460;36460;36460;NA;NA;36460;36460;NA;NA;NA
"MCO_2013";"MCO";2013;NA;36901;0;36901;36901;36901;NA;NA;36901;36901;NA;NA;NA
"MCO_2014";"MCO";2014;NA;37322;0;37322;37322;37322;NA;NA;37322;37322;NA;NA;NA
"MCO_2015";"MCO";2015;NA;37718;0;37718;37718;37718;NA;NA;37718;37718;NA;NA;NA
"MCO_2016";"MCO";2016;NA;38070;0;38070;38070;38070;NA;NA;38070;38070;NA;NA;NA
"MCO_2017";"MCO";2017;NA;38392;0;38392;38392;38392;NA;NA;38392;38392;NA;NA;NA
"MCO_2018";"MCO";2018;NA;38682;0;38682;NA;NA;NA;NA;NA;NA;38682;NA;38682
"MDA_2000";"MDA";2000;-0,43;4202658;2328718;1873940;1698560;3498561;NA;1716341;NA;1782224;NA;NA;NA
"MDA_2001";"MDA";2001;NA;4187093;2336862;1850231;1772103;3497084;NA;1735379;NA;1761704;NA;NA;NA
"MDA_2002";"MDA";2002;-0,16;4178230;2348639;1829591;1849750;3501292;NA;1757232;NA;1744057;NA;NA;NA
"MDA_2003";"MDA";2003;-0,13;4173274;2362524;1810750;1930607;3508893;NA;1780812;NA;1728082;NA;NA;NA
"MDA_2004";"MDA";2004;-0,22;4167959;2376152;1791807;2012884;3516324;NA;1804359;NA;1711966;NA;NA;NA
"MDA_2005";"MDA";2005;-0,4;4159293;2380171;1779122;2098810;3522511;NA;1820713;NA;1701795;NA;NA;NA
"MDA_2006";"MDA";2006;-0,37;4146265;2374002;1772263;2187104;3526446;NA;1829269;NA;1697174;NA;NA;NA
"MDA_2007";"MDA";2007;-0,02;4130136;2366047;1764089;2274209;3527656;NA;1836377;NA;1691276;NA;NA;NA
"MDA_2008";"MDA";2008;-0,27;4112891;2357445;1755446;2361036;3527809;NA;1842896;NA;1684910;NA;NA;NA
"MDA_2009";"MDA";2009;-0,59;4097518;2349901;1747617;2449280;3529467;NA;1850158;NA;1679306;NA;NA;NA
"MDA_2010";"MDA";2010;-0,38;4086081;2344608;1741473;2540347;3534436;NA;1859127;NA;1675306;NA;NA;NA
"MDA_2011";"MDA";2011;-0,05;4079164;2341903;1737261;2634890;3543264;NA;1870110;NA;1673152;NA;NA;NA
"MDA_2012";"MDA";2012;0,05;4075808;2341240;1734568;2732589;3555166;NA;1882711;NA;1672452;NA;NA;NA
"MDA_2013";"MDA";2013;0;4074591;2341801;1732790;2832718;3568934;NA;1896303;NA;1672629;NA;NA;NA
